Age;Income_Level;Employment_Status;Contribution_Years;Interest_Rate;Inflation_Rate;Stock_Index;Bond_Yield;Market_Volatility;Fund_Size;Contribution_Amount;Fund_Return_Rate;Year;Month Number;Month;Date;Pension_Price;Pension_Category;Risk_Tolerance
61;41777;Unemployed;32;9.58;7.91;13115.66;1.02;30.36;371981.41;3292.25;11.52;2005;9;septiembre;sep-05;1.753.612.704;High_Value;Medium
35;29895;Unemployed;21;5.38;5.64;13162.08;2.56;32.6;17195.45;3666.94;5.61;2005;9;septiembre;sep-05;1.374.243.007;High_Value;Medium
41;34987;Employed;14;6.53;6;13846.39;4.81;30.59;93084.99;2445.29;7.51;2005;3;marzo;mar-05;5.231.203.343;Moderate_Value;Medium
27;52640;Unemployed;26;3.94;5.24;9621.52;1.02;20.46;291021.5;1437.11;4.92;2005;10;octubre;oct-05;536.671.833;Moderate_Value;High
45;43229;Unemployed;23;9.75;2.22;13853.8;2.95;11.2;77553.91;3043.01;10.59;2005;10;octubre;oct-05;1.298.607.123;High_Value;High
64;38447;Unemployed;10;8.51;4.28;14551.45;3.15;22.9;421865.85;3940.58;5.71;2005;1;enero;ene-05;7.098.500.754;Moderate_Value;Medium
33;107843;Employed;21;4.98;3.18;3629.06;2.55;33.34;463983.46;1057.54;8.37;2005;11;noviembre;nov-05;4.363.428.637;Low_Value;High
37;85516;Employed;11;7.48;4.31;4437.37;1.76;22.67;419223.77;2152.4;4.27;2005;11;noviembre;nov-05;4.425.429.075;Low_Value;Low
53;87967;Unemployed;22;4.17;5.6;2472.57;5.6;26.95;450422.87;1975.64;5.39;2005;5;mayo;may-05;7.160.879.153;Moderate_Value;Low
60;47940;Employed;12;4.33;4.61;3618.72;4.9;31.48;353043.98;1806.34;6.93;2005;5;mayo;may-05;3.794.697.836;Low_Value;Medium
32;59314;Unemployed;27;3.5;4.84;13940.99;5.05;16.83;491809.79;3117.14;8.81;2005;5;mayo;may-05;1.388.426.426;High_Value;High
35;34866;Unemployed;20;7.28;3.82;14771.04;3.17;35.24;316898.31;1478.59;4.86;2005;5;mayo;may-05;4.820.266.014;Moderate_Value;Low
41;102341;Unemployed;25;3.14;6.75;5005.44;3.41;21.11;17847.93;1386.55;6.34;2005;9;septiembre;sep-05;5.688.852.033;Moderate_Value;High
54;43763;Employed;2;8.53;4.3;11934.78;3.49;19.51;325085.2;1506.21;9.22;2005;1;enero;ene-05;1.312.336.805;Low_Value;High
63;84940;Unemployed;13;9.59;3.07;8555.24;3.15;22.09;319612.09;4549.13;3.34;2005;7;julio;jul-05;9.790.511.995;High_Value;Medium
60;131226;Employed;21;5.62;5.64;2614.01;3.89;21.46;382366.64;4800.05;10.38;2005;1;enero;ene-05;1.560.823.451;High_Value;Medium
34;78396;Unemployed;20;3.13;2.98;6247.54;1.02;37.49;374499.21;3030.98;8.51;2005;8;agosto;ago-05;9.681.575.578;Moderate_Value;Medium
62;25022;Employed;3;4.77;7.06;9574.86;4.23;25.53;456718.68;4517.16;10.77;2005;6;junio;jun-05;3.312.584.893;Low_Value;Low
62;123558;Employed;26;3.76;6.21;2949.24;1.64;15.77;474957.89;1879.16;9.2;2005;3;marzo;mar-05;8.351.996.511;Moderate_Value;Medium
49;36705;Employed;21;7.08;3.07;9632.69;3.54;35.05;303725.06;875.63;7.8;2005;5;mayo;may-05;3.701.457.999;Low_Value;Low
53;87238;Unemployed;33;6.03;6.77;9328.31;4.18;38.01;402967.99;1465.23;8.93;2005;7;julio;jul-05;8.653.298.071;Moderate_Value;Low
56;140480;Unemployed;29;5.9;3.1;8126.51;4.47;30;277886.98;535.23;4.42;2005;6;junio;jun-05;2.335.700.812;Low_Value;Low
28;37619;Employed;3;4.1;4.36;6505.82;1.29;28.5;133173.45;1211.35;10.73;2005;10;octubre;oct-05;1.701.661.147;Low_Value;Low
62;26575;Employed;5;7.91;2.12;13697.53;5.08;39.74;430492.77;2827.86;6.78;2005;8;agosto;ago-05;3.626.183.119;Low_Value;Low
58;143309;Employed;14;4.04;4.15;9507.68;3.71;33.08;75440.36;2290.15;11.61;2005;8;agosto;ago-05;662.828.266;Moderate_Value;Low
52;48194;Unemployed;25;5.67;3.05;8891.15;5.79;11.79;174021.92;4255.65;3.83;2005;6;junio;jun-05;170.705.615;High_Value;High
48;122994;Employed;34;4.77;3.55;7613.58;3.6;31.54;200077.24;1323.58;6.79;2005;10;octubre;oct-05;7.262.968.191;Moderate_Value;Medium
56;143919;Employed;16;5.72;5.87;4047.38;4.45;27.42;276992.43;3770.18;9.6;2005;12;diciembre;dic-05;9.735.935.694;High_Value;Medium
30;108301;Unemployed;6;9.13;6.77;14754.3;5.53;25.15;160808.47;1799.39;6.79;2005;5;mayo;may-05;2.739.811.145;Low_Value;High
26;29530;Employed;21;9.69;5.07;3265.89;4.23;24.78;173220.83;2303.75;11.89;2005;2;febrero;feb-05;8.550.006.316;Moderate_Value;Medium
42;85355;Employed;24;7.36;6.69;13025.35;1.29;24.85;346652.24;4000.53;8.75;2005;10;octubre;oct-05;1.534.489.066;High_Value;High
51;82232;Unemployed;19;5.41;3.75;14255.95;4.68;32.78;16495.25;4833.33;7.98;2005;6;junio;jun-05;147.737.965;High_Value;Medium
62;113184;Unemployed;24;7.69;5.95;9959.03;5.14;21.59;131078.47;4222.12;5.67;2005;4;abril;abr-05;1.627.069.188;High_Value;Low
43;109037;Unemployed;8;5.65;7.05;12272.35;4.87;24.23;118299.89;3267.05;9.65;2005;11;noviembre;nov-05;4.987.571.539;Moderate_Value;Medium
64;44318;Employed;33;7.46;6.02;9998.09;1.06;19.98;337605.44;4366.33;5.45;2005;6;junio;jun-05;2.189.045.019;High_Value;Medium
54;41910;Unemployed;27;8.62;3.62;2992.72;1.05;12.59;356228.33;4343.01;5.49;2005;5;mayo;may-05;178.789.198;High_Value;High
52;119322;Employed;31;7.55;4.14;2393.92;3.37;20.44;309516.97;1024.87;4.48;2005;11;noviembre;nov-05;6.067.158.495;Moderate_Value;Medium
42;63023;Employed;16;6.29;3.3;4650.78;2.32;24.3;15122.92;1316.65;4.66;2005;10;octubre;oct-05;3.877.189.993;Low_Value;Medium
52;35640;Unemployed;15;8.71;6.51;13269.89;4.03;28.59;298332;1502.52;11.61;2005;3;marzo;mar-05;5.263.631.608;Moderate_Value;Low
33;26393;Unemployed;31;3.09;7.23;7648.6;1.32;35.03;451096.1;731.06;10.04;2005;12;diciembre;dic-05;5.171.167.976;Moderate_Value;Medium
27;141498;Unemployed;10;5.33;4.75;12410.25;1.39;10.39;34519.49;2306.25;7.74;2005;11;noviembre;nov-05;4.213.708.379;Low_Value;Low
52;89741;Unemployed;28;5.06;2.66;4771.05;4.04;30.15;227524.29;1099.5;3.09;2005;8;agosto;ago-05;54.801.096;Moderate_Value;Medium
49;124627;Employed;25;4.41;5.08;2520.1;3.22;18.51;353537.35;4214.25;9.8;2005;12;diciembre;dic-05;1.778.426.299;High_Value;Low
43;84551;Employed;25;5.83;4.27;11597.03;1.65;21.89;459745.66;3206.63;7.38;2005;3;marzo;mar-05;1.268.207.382;High_Value;Medium
36;74524;Employed;16;7.02;3.5;11838.04;4.31;27.58;479558.87;4765.22;6.39;2005;3;marzo;mar-05;1.286.178.914;High_Value;High
53;43043;Unemployed;3;6.45;2.19;11167.77;5.57;30.6;233024.72;1268.95;9.91;2005;5;mayo;may-05;2.055.241.006;Low_Value;High
27;131648;Employed;20;6.76;3.13;3301.96;1.89;32.53;232489.67;3410.5;5.93;2005;10;octubre;oct-05;1.126.676.962;High_Value;Low
28;55500;Unemployed;32;4.95;7.04;5250.62;1.62;27.6;358593.84;770.13;3.46;2005;3;marzo;mar-05;313.554.847;Low_Value;Low
52;113928;Employed;7;9.17;4.64;13195.01;4.85;34.66;240718.61;628.36;4.22;2005;9;septiembre;sep-05;1.711.207.304;Low_Value;Medium
33;135138;Employed;6;6.38;7.51;3907.33;3.71;29.08;428594.69;1319.16;9.99;2005;11;noviembre;nov-05;2.209.294.408;Low_Value;High
63;33427;Unemployed;32;5.21;6.24;13290.82;2.88;13.87;39296.67;1493.79;10.17;2005;7;julio;jul-05;885.836.516;Moderate_Value;Medium
40;140250;Unemployed;7;6.65;4.65;13974.41;3.09;26.37;361572.07;3183.57;4.69;2005;5;mayo;may-05;4.353.354.993;Low_Value;High
54;146511;Unemployed;7;4.36;4.91;4126.59;3.41;24.01;240946.23;4710.62;8.2;2005;9;septiembre;sep-05;5.993.738.932;Moderate_Value;Low
56;135037;Unemployed;15;9.62;6.43;5520.83;2.64;16.96;320813.99;1934.67;7.58;2005;5;mayo;may-05;5.660.546.755;Moderate_Value;Low
30;88305;Unemployed;5;5;5.19;8581.78;4.71;24.9;367255.18;2901.9;9.85;2005;7;julio;jul-05;4.653.290.154;Moderate_Value;Low
35;40264;Employed;9;9.43;4.37;7968.68;4.91;34.93;131514.5;2474.64;5.19;2005;4;abril;abr-05;390.400.492;Low_Value;High
51;70539;Unemployed;17;9.44;6.33;7642.58;3.34;19.81;362832.98;1252.44;9.04;2005;7;julio;jul-05;5.198.882.637;Moderate_Value;High
59;64133;Unemployed;7;4.74;6.23;10997.99;2.89;12.85;239477.58;4031.21;4.68;2005;12;diciembre;dic-05;4.322.668.988;Low_Value;High
44;72236;Unemployed;33;5.63;7.99;6210.46;2.29;23.23;368399.32;3746.27;3.74;2005;5;mayo;may-05;1.833.176.039;High_Value;High
42;64739;Unemployed;12;8.21;2.16;11783.12;3.29;26.34;482912.23;4011.84;4.77;2005;3;marzo;mar-05;872.184.969;Moderate_Value;Low
51;143170;Unemployed;24;4.86;7.24;3131.47;2.79;39.71;259456.91;1558.89;7.68;2005;4;abril;abr-05;5.944.449.273;Moderate_Value;Medium
54;88718;Unemployed;14;8.09;4.25;4430.46;4.73;27.35;199180.12;2730.42;9.88;2005;9;septiembre;sep-05;7.419.543.545;Moderate_Value;Low
44;46998;Employed;33;7.43;2.92;9085.46;5.99;38.1;317843.7;929.65;8.77;2005;11;noviembre;nov-05;546.726.613;Moderate_Value;High
31;132178;Employed;22;4.67;7.65;4402.81;3.85;21.69;390739.4;3878.85;5.08;2005;6;junio;jun-05;135.321.469;High_Value;Low
55;143736;Unemployed;24;7.24;7.35;2355.59;2.44;33.27;164294.84;1769.12;11.86;2005;2;febrero;feb-05;8.822.687.802;Moderate_Value;Low
58;140820;Employed;32;5.72;2.91;9822.93;3.31;12.33;334827.77;4693.2;6.06;2005;10;octubre;oct-05;2.348.811.803;High_Value;Low
55;26732;Unemployed;33;8.26;6.43;14320.29;4.96;11.67;122113;1848.87;11.55;2005;7;julio;jul-05;111.061.928;High_Value;Medium
62;131004;Unemployed;29;3.51;5.95;8952.07;2.83;37.91;362743.09;2756.15;6.84;2005;8;agosto;ago-05;1.281.711.818;High_Value;Low
59;96000;Unemployed;11;7.38;5.69;12415.79;4.49;26.78;282874.3;950.11;5.85;2005;2;febrero;feb-05;2.470.512.449;Low_Value;High
39;46654;Unemployed;7;7.73;5.77;11626.39;5.74;22.98;279475.14;1750.12;3.8;2005;7;julio;jul-05;214.244.783;Low_Value;Medium
63;77740;Unemployed;8;5.58;5.54;6056.03;4.28;25.93;18887.58;4087.81;3.43;2005;3;marzo;mar-05;4.989.316.098;Moderate_Value;High
37;75082;Unemployed;8;3.81;3.69;11518.23;4.7;32.49;205569.32;4455.77;8.73;2005;4;abril;abr-05;5.754.932.584;Moderate_Value;High
42;37744;Employed;4;4.47;7.4;13741.44;4.41;31.14;144712.68;3321.55;3.18;2005;1;enero;ene-05;3.238.165.326;Low_Value;High
63;125850;Unemployed;33;7.93;4.77;9902.92;1.3;25.95;266093.26;1278.73;5.36;2005;2;febrero;feb-05;7.400.581.092;Moderate_Value;Low
28;68001;Employed;18;5.2;4.54;14602.76;5.52;20.69;231679.24;3885.01;10.26;2005;6;junio;jun-05;1.214.100.187;High_Value;Medium
63;50172;Employed;26;7.36;5.64;6608.47;1.08;17.76;241865.06;4393.9;10.48;2005;9;septiembre;sep-05;172.657.664;High_Value;High
55;123746;Employed;21;5.27;6.45;5570.22;3.21;26.61;419425.53;670.4;5.11;2005;9;septiembre;sep-05;2.886.054.691;Low_Value;High
37;98253;Unemployed;3;8.49;2.43;11284.31;5.24;24;323627.17;3107.76;3.01;2005;4;abril;abr-05;2.293.159.426;Low_Value;Low
37;128829;Unemployed;1;4.43;3.35;9887.97;4.49;19.73;229889.32;2004.55;9.15;2005;10;octubre;oct-05;1.559.913.896;Low_Value;Low
55;140823;Unemployed;28;5.07;6.32;4483.95;5.14;24.01;315969.67;4576.58;6.76;2005;3;marzo;mar-05;200.011.859;High_Value;High
32;140899;Employed;23;4.99;7.05;8450.85;3.78;23.78;197325.04;4488.77;7.63;2005;9;septiembre;sep-05;154.362.081;High_Value;Low
64;90880;Unemployed;27;4.29;6.66;3013.56;3.5;17.95;35980.65;1955.48;5.96;2005;2;febrero;feb-05;9.435.998.972;Moderate_Value;High
46;130243;Employed;26;3.1;7.25;13478.52;5.82;14.72;400940.98;3578.66;5.16;2005;5;mayo;may-05;1.434.324.966;High_Value;Low
44;141625;Unemployed;26;5.91;6.68;6102.71;3.26;20.77;465070.99;1443.5;5.67;2005;9;septiembre;sep-05;6.321.649.523;Moderate_Value;High
44;65952;Unemployed;5;9.62;2.05;4586.41;5.63;38.13;177218.8;2895.99;5.32;2005;11;noviembre;nov-05;3.004.523.976;Low_Value;Low
28;79789;Employed;33;4.34;6.33;4099.79;3.16;33.37;385589.51;3496.87;7.02;2005;4;abril;abr-05;1.732.096.337;High_Value;High
61;87958;Employed;2;7.46;4.95;5353.77;4.18;18.71;134634.66;2621.73;5.3;2005;4;abril;abr-05;1.559.105.042;Low_Value;Low
41;129812;Unemployed;9;9.6;5.95;12139.16;4.57;11.97;175694.69;1104.46;5.23;2005;7;julio;jul-05;2.347.045.702;Low_Value;Low
37;49698;Unemployed;30;9.45;5.67;10628.49;5.22;12.08;122517.23;2657.2;9.88;2005;5;mayo;may-05;1.272.748.942;High_Value;Low
44;138639;Unemployed;1;3.11;6.35;13002.68;3.72;23.99;460945.92;1250.51;9.57;2005;11;noviembre;nov-05;1.097.924.003;Low_Value;Low
39;135863;Unemployed;22;3.59;7.52;13790.5;3.01;18.74;239291.11;3336.88;10.33;2005;9;septiembre;sep-05;1.186.619.853;High_Value;Medium
56;131027;Unemployed;16;8.5;3;10300.71;3.49;15.47;55207.28;3108.93;9.91;2005;3;marzo;mar-05;9.702.142.291;High_Value;High
52;126248;Employed;20;7.35;3.79;11258.66;3.03;17.45;73169.92;2771.61;6.94;2005;9;septiembre;sep-05;8.818.926.681;Moderate_Value;Medium
36;34698;Employed;3;9.05;3.49;14663.75;3.65;14.65;241955.33;4487.63;6.65;2005;7;julio;jul-05;280.260.627;Low_Value;High
63;29593;Employed;14;9.95;3.61;7112.13;3.83;12.63;339470.08;3460.69;7.27;2005;7;julio;jul-05;8.199.547.709;Moderate_Value;Low
52;101795;Unemployed;34;6.84;4.59;14587.26;3.8;22.84;226896.99;3454.98;8.41;2005;2;febrero;feb-05;1.827.569.638;High_Value;Medium
33;48780;Unemployed;1;5.85;4.74;14816.41;5.36;31.98;32501.56;4435.38;4.92;2005;12;diciembre;dic-05;1.432.455.619;Low_Value;High
55;113110;Employed;6;3.21;5.49;11386.99;3.56;13.62;458012.28;1732.5;6.76;2005;9;septiembre;sep-05;2.658.209.939;Low_Value;High
52;111499;Unemployed;30;9.35;2.75;9413.83;3.7;30.37;482440.02;2303.01;9.12;2005;11;noviembre;nov-05;1.193.186.442;High_Value;High
36;142254;Employed;10;4.05;2.53;11611.32;5.64;28.05;35311.74;883.36;3.29;2005;9;septiembre;sep-05;2.410.918.107;Low_Value;Medium
51;36471;Unemployed;25;4.38;4.14;12111.33;1.96;14.36;368713.29;1391.61;9.99;2005;3;marzo;mar-05;5.941.409.111;Moderate_Value;High
58;112812;Employed;1;4.16;5.74;10946.27;1.17;20.37;223962.93;2726.86;5.33;2005;1;enero;ene-05;2.077.176.256;Low_Value;Low
56;22703;Unemployed;29;8.31;7.32;7038.93;5.79;12.15;282424.76;3072.15;8.89;2005;5;mayo;may-05;1.396.542.651;High_Value;Medium
25;122241;Employed;29;4.57;7.65;9273.2;5.88;18.89;228775.64;2249.04;10.26;2005;12;diciembre;dic-05;1.081.915.179;High_Value;Low
46;48833;Employed;31;9.98;5.07;3462.82;1.24;20.27;462123.59;3006.22;10.32;2005;12;diciembre;dic-05;1.551.610.856;High_Value;Medium
57;95827;Unemployed;18;7.21;7.01;5123.81;1.93;32.32;404295.73;3909.69;11.43;2005;8;agosto;ago-05;1.215.621.346;High_Value;Medium
39;142315;Unemployed;4;7.47;7.34;12531.32;3.42;37.86;446837.66;3148.44;10.98;2005;8;agosto;ago-05;3.005.964.393;Low_Value;High
41;110812;Employed;27;7.11;2.3;2157.66;5.42;38.92;333195.37;1714.71;7.63;2005;1;enero;ene-05;8.794.938.583;Moderate_Value;Low
64;140513;Employed;29;8.66;2.74;3950.79;2.45;30.33;39138.26;1194.59;11.75;2005;1;enero;ene-05;7.240.438.478;Moderate_Value;Medium
39;30605;Unemployed;6;3.82;3.22;5319.41;2.22;28.23;291966.28;554.75;10.25;2005;12;diciembre;dic-05;9.375.187.714;Low_Value;High
41;57487;Employed;13;4.22;5.72;2283.49;1.21;17.89;181781.41;2395.73;7.26;2005;10;octubre;oct-05;4.751.346.789;Moderate_Value;High
59;58736;Unemployed;24;9.62;2.92;8354.02;1.37;22.92;318747.26;534.79;6.04;2005;5;mayo;may-05;2.677.932.119;Low_Value;High
53;85138;Employed;27;9.9;3.99;5741.29;2.42;35.08;51551.2;2430.46;6.63;2005;2;febrero;feb-05;1.091.054.818;High_Value;Medium
32;75604;Unemployed;22;8.65;5.26;7308.71;4.12;14.67;295656.24;4537.62;9.28;2005;5;mayo;may-05;1.554.334.655;High_Value;Medium
35;60831;Employed;25;6.14;2.74;7376.31;3.63;35.69;37231.48;989.55;6.48;2005;9;septiembre;sep-05;4.745.586.772;Moderate_Value;High
51;127918;Unemployed;7;6.33;5.06;12566.24;4.24;15.06;191566.49;2568.44;9.32;2005;1;enero;ene-05;3.783.711.832;Low_Value;Low
36;50034;Employed;19;8.64;4.8;11021.61;5.59;12.17;24393.18;3340.86;4.1;2005;9;septiembre;sep-05;9.666.133.234;Moderate_Value;Low
49;100846;Employed;1;8;4.4;5162.78;5.66;33.93;85366.83;574.72;4.74;2005;2;febrero;feb-05;3.445.599.201;Low_Value;High
52;107389;Unemployed;1;7.05;4.81;2210.16;1.49;19.07;93832.08;2206.8;4.89;2005;10;octubre;oct-05;107.291.322;Low_Value;Medium
63;131637;Employed;23;8.82;6.22;9544.15;3.69;20.07;435607.88;3088.41;3.94;2005;2;febrero;feb-05;1.166.051.781;High_Value;Low
31;95604;Employed;20;8.57;4.97;14613.69;1.58;22.73;389301.99;1081.55;7.26;2005;3;marzo;mar-05;4.845.945.274;Moderate_Value;Medium
38;115666;Unemployed;15;9.55;6.27;14303.02;1.47;15.14;480458.69;1795;5.04;2005;7;julio;jul-05;4.750.180.347;Moderate_Value;High
27;115613;Employed;21;3.99;6.18;2683.74;3.62;14.9;391769.7;1095.98;4.07;2005;3;marzo;mar-05;3.918.249.246;Low_Value;Low
27;45168;Unemployed;9;6.47;6.77;10045.94;3.36;31.22;122707.34;4826.56;3.28;2005;9;septiembre;sep-05;6.471.419.298;Moderate_Value;High
47;107231;Employed;29;5.28;4.24;10517.54;1.07;30.29;79469.03;1694.39;4.28;2005;7;julio;jul-05;7.574.131.776;Moderate_Value;Low
30;124791;Unemployed;23;5.5;3.37;2233.09;5.36;15.24;497118.64;712.95;9.07;2005;3;marzo;mar-05;390.059.207;Low_Value;Medium
54;110179;Unemployed;9;5.77;4.91;11170.35;2.3;32.59;124379.48;2939.08;8.75;2005;9;septiembre;sep-05;5.018.896.396;Moderate_Value;Low
37;103562;Employed;13;7.9;6.19;13888.8;5.88;37.93;255740.79;1297.06;7.84;2005;11;noviembre;nov-05;3.896.845.905;Low_Value;High
46;59882;Employed;8;9.08;5.68;13698.57;1.35;22.04;49547.77;3681.65;6.48;2005;1;enero;ene-05;6.023.588.729;Moderate_Value;High
47;22704;Employed;21;4.15;4.14;6458.29;3.08;14.92;219515.01;1744.92;4.16;2005;7;julio;jul-05;6.536.904.762;Moderate_Value;High
47;144697;Unemployed;24;7.95;4.32;6092.86;4.65;37.98;230993.34;3580.1;4.03;2005;11;noviembre;nov-05;130.555.349;High_Value;High
64;143591;Employed;30;3.35;2.99;2694.47;5.05;11.89;441048.32;4396.4;8.96;2005;3;marzo;mar-05;2.180.342.827;High_Value;High
60;137256;Unemployed;10;7.26;5.14;14424.8;5.06;28.42;253780.62;3414.35;5.83;2005;7;julio;jul-05;6.741.485.497;Moderate_Value;Medium
30;108454;Employed;1;6.62;3.82;6951.47;4.28;16.6;42214.04;1493.91;9.13;2005;5;mayo;may-05;1.243.281.278;Low_Value;Low
28;98066;Employed;33;7.39;3.17;4995.74;1.82;29.5;268070.89;728.07;7.71;2005;5;mayo;may-05;5.821.100.753;Moderate_Value;Medium
60;30273;Unemployed;21;8.84;3.45;5246.61;1.84;35.95;372884.59;2601.77;5.62;2005;8;agosto;ago-05;9.862.331.204;High_Value;High
63;102901;Employed;1;4.68;4.41;14586.01;1.04;37.81;269142.72;1278.14;6.13;2005;11;noviembre;nov-05;1.146.614.704;Low_Value;Low
30;38408;Unemployed;21;5.18;7.98;4088.66;3.34;36.93;460177.05;3114.97;10.29;2005;1;enero;ene-05;1.111.772.957;High_Value;Low
25;42584;Unemployed;27;9.8;4.42;4676.52;1.14;17.61;214777.21;4550.11;6.01;2005;4;abril;abr-05;193.207.419;High_Value;Medium
58;53457;Employed;24;3.4;2.81;5161.13;1.41;23.9;253692.64;1765.44;11.14;2005;5;mayo;may-05;7.400.650.672;Moderate_Value;Low
25;108247;Employed;31;5.1;4.63;6460.69;3.22;19.15;348290.67;1421.33;7.21;2005;10;octubre;oct-05;7.744.323.489;Moderate_Value;Medium
58;117013;Unemployed;18;8.38;3.21;14056.35;4.22;37.47;121972.33;701.07;10.38;2005;5;mayo;may-05;3.810.090.708;Low_Value;High
48;143668;Unemployed;17;8.03;3.37;5117.39;5.96;16.67;459564.87;4154.39;8.73;2005;10;octubre;oct-05;1.210.600.558;High_Value;Low
27;66215;Employed;13;6.62;6.6;13186.78;5.85;24.46;207138.65;3731.13;3.84;2005;7;julio;jul-05;8.544.784.694;Moderate_Value;Medium
30;49157;Unemployed;23;7.3;4.88;14774.35;4.02;33.77;209720.46;3813.2;6.35;2005;3;marzo;mar-05;1.328.481.931;High_Value;Medium
46;25521;Employed;31;6.96;5.8;2889.04;2.76;12.8;166448.83;1389.09;5.74;2005;4;abril;abr-05;6.400.481.751;Moderate_Value;High
38;65532;Unemployed;23;6.39;5.53;9122.85;4.53;21.68;35769.84;3775.98;4.69;2005;11;noviembre;nov-05;1.500.008.022;High_Value;Medium
43;62634;Employed;24;6.14;5.99;3287.16;2.77;34.34;139110.67;807.87;6.87;2005;11;noviembre;nov-05;3.720.603.341;Low_Value;Medium
38;89507;Employed;23;9.3;4.14;7651.52;1.22;20.26;264394.75;1922.63;4.1;2005;7;julio;jul-05;8.412.802.504;Moderate_Value;Medium
53;149925;Unemployed;25;5.83;5.47;13505.63;4.09;18.51;307631.86;3348.28;5.35;2005;9;septiembre;sep-05;1.331.808.966;High_Value;Low
53;92195;Unemployed;30;4.12;3.71;3275.01;3.06;19.69;386417.47;4903.93;6.54;2005;11;noviembre;nov-05;2.358.419.428;High_Value;Medium
58;95652;Unemployed;20;5.71;6.37;5829.41;2.47;19.3;73861.71;2974.86;10.02;2005;4;abril;abr-05;1.007.973.698;High_Value;Low
57;48436;Employed;10;4.71;4.7;10182.35;4;24.94;466326.3;1881.06;11.75;2005;7;julio;jul-05;4.688.505.888;Moderate_Value;High
52;61534;Unemployed;28;3.57;4.55;3506.19;2.44;19.94;108229.86;3361.8;9.9;2005;8;agosto;ago-05;1.543.734.908;High_Value;High
49;115484;Unemployed;20;7.19;2.12;9425.67;1.13;33.29;418912.38;4523.76;10.47;2005;3;marzo;mar-05;1.486.701.137;High_Value;Low
55;53545;Employed;26;6.32;3.13;14983.15;1.47;31.93;498752.03;936.65;3.51;2005;9;septiembre;sep-05;3.424.820.706;Low_Value;High
51;146731;Unemployed;2;4.86;5.64;9591.51;2.83;18.64;86943.64;2966.57;6.15;2005;8;agosto;ago-05;1.244.022.408;Low_Value;High
36;51171;Unemployed;34;5.91;6.74;9302.83;5.61;17.8;426598.57;2423.33;5.33;2005;5;mayo;may-05;1.293.607.481;High_Value;Low
40;130894;Employed;30;3.91;5.06;12449.75;1.25;36.04;39667.28;762.31;4.56;2005;5;mayo;may-05;4.649.200.107;Moderate_Value;Low
27;92778;Unemployed;26;8.25;7.36;11482.93;4.97;20.61;77612.42;784.39;7.55;2005;7;julio;jul-05;3.851.641.797;Low_Value;High
58;138054;Unemployed;28;4;6.53;2944.7;1.36;11.17;176378;2878.42;9.78;2005;12;diciembre;dic-05;128.953.407;High_Value;Medium
38;103725;Unemployed;11;4.8;3.26;12291.21;2.76;19.11;95631.29;2252.06;9.49;2005;6;junio;jun-05;4.833.838.893;Moderate_Value;High
60;117585;Unemployed;29;5.79;6.82;11667.12;4.76;38.26;427987.64;4983.47;11;2005;3;marzo;mar-05;2.394.245.193;High_Value;Low
54;102368;Employed;11;5.74;6.97;4778.18;5.78;11.87;167518.01;3101.48;7.63;2005;8;agosto;ago-05;5.969.460.868;Moderate_Value;Low
62;48854;Unemployed;30;7.72;2.95;4633.59;3.83;12.1;465062.98;2563.8;6.84;2005;10;octubre;oct-05;1.262.379.145;High_Value;High
42;103463;Unemployed;29;9.91;2.42;2653.42;4.99;17.27;284389.7;3732;11.1;2005;4;abril;abr-05;1.773.435.519;High_Value;Low
58;57575;Unemployed;19;4.7;3.12;13868.13;2.62;28.24;247120.05;4827.89;6.47;2005;10;octubre;oct-05;1.451.030.293;High_Value;Low
47;44486;Employed;10;7.17;6.41;8842.44;3.52;11.85;478781.24;600.55;8.01;2005;12;diciembre;dic-05;1.963.831.111;Low_Value;Medium
37;104961;Employed;19;5.79;6.32;10309.36;5.95;28.41;318951.98;4666.36;4.65;2005;6;junio;jun-05;1.371.370.764;High_Value;Low
50;54850;Employed;27;5.19;3.02;11170.25;2.54;30.84;27869.25;3244.41;8.45;2005;5;mayo;may-05;1.525.159.142;High_Value;Medium
64;141831;Employed;29;5.76;2.58;6062.55;5.99;18.1;26404.76;2205.93;8.09;2005;5;mayo;may-05;1.059.661.331;High_Value;High
36;85820;Unemployed;23;4.41;3.16;11758.03;2.8;19.63;228929.46;3116.33;4.76;2005;6;junio;jun-05;1.175.444.908;High_Value;Low
52;146681;Unemployed;2;4.87;5.98;10034.34;4.65;35.59;260150.03;3787.15;10.45;2005;11;noviembre;nov-05;2.523.243.097;Low_Value;High
47;95864;Employed;29;4.81;7.5;12731.77;2.31;18.93;188985.14;2149.59;9.27;2005;4;abril;abr-05;1.027.449.099;High_Value;Medium
29;79115;Employed;15;7.76;6.88;5893.75;1.33;35.78;359173.26;763.71;5.7;2005;2;febrero;feb-05;2.546.744.019;Low_Value;Low
